965.4,424.3,1830722997
964.7,421.5,1830723009
964.9,421.4,1830723020
965.7,415.3,1830723030
964.5,410.7,1830723042
964.4,409.7,1830723053
963.8,407.4,1830723063
964.9,405.9,1830723075
966.6,404.6,1830723086
967.3,402.3,1830723097
968.0,398.6,1830723109
967.6,397.9,1830723120
966.9,396.0,1830723130
966.1,395.5,1830723142
965.8,394.8,1830723153
965.4,394.9,1830723163
964.6,393.1,1830723175
963.9,392.1,1830723186
963.4,390.7,1830723197
963.6,390.8,1830723208
961.4,392.8,1830723220
961.0,392.7,1830723230
961.1,392.1,1830723242
960.7,392.1,1830723253
960.6,392.0,1830723263
960.1,390.2,1830723275
957.9,391.3,1830723286
943.9,393.9,1830723296
928.9,395.7,1830723308
839.4,407.9,1830723319
824.6,410.2,1830723330
810.2,413.9,1830723341
803.4,415.6,1830723353
793.7,418.9,1830723363
753.8,426.3,1830723375
752.5,427.9,1830723386
753.0,432.1,1830723396
758.5,435.2,1830723408
762.2,436.2,1830723419
762.4,436.9,1830723430
760.9,437.4,1830723441
761.8,438.7,1830723453
761.8,438.7,1830723463
761.2,437.6,1830723475
760.9,437.2,1830723486
760.1,436.6,1830723497
758.8,434.4,1830723508
758.8,435.3,1830723519
756.8,432.1,1830723530
750.5,423.9,1830723541
743.7,419.5,1830723553
659.3,349.0,1830723563
656.5,345.6,1830723575
655.1,344.4,1830723586
652.6,343.3,1830723596
648.5,340.7,1830723608
637.3,332.0,1830723619
631.7,328.6,1830723630
628.1,327.5,1830723641
628.3,327.2,1830723653
623.7,325.9,1830723663
621.0,323.9,1830723674
616.2,321.1,1830723686
614.8,320.9,1830723696
613.1,320.5,1830723708
610.0,318.9,1830723719
609.5,319.2,1830723730
609.8,319.5,1830723741
612.3,320.5,1830723752
612.3,320.6,1830723763
612.3,320.3,1830723775
613.4,320.7,1830723786
612.9,321.0,1830723796
613.7,321.7,1830723808
614.5,323.5,1830723819
614.8,323.9,1830723829
615.2,324.7,1830723841
615.6,328.1,1830723852
615.9,329.8,1830723862
617.3,329.4,1830723874
619.1,328.3,1830723886
621.1,326.5,1830723896
620.4,327.4,1830723908
616.2,327.9,1830723919
616.1,327.9,1830723929
616.0,328.3,1830723941
618.3,328.2,1830723952
618.2,328.5,1830723963
619.7,329.3,1830723974
619.2,329.7,1830723986
619.6,331.8,1830723997
619.8,331.9,1830724008
619.2,331.6,1830724019
620.2,331.4,1830724029
622.7,330.4,1830724041
627.6,329.1,1830724052
628.3,329.1,1830724062
629.7,329.2,1830724074
631.7,327.8,1830724086
632.1,327.6,1830724096
630.4,329.3,1830724108
626.8,335.0,1830724119
625.1,337.1,1830724129
624.6,336.8,1830724141
623.5,337.2,1830724152
623.1,339.3,1830724162
624.4,335.3,1830724174
624.2,335.1,1830724185
626.3,332.2,1830724196
627.4,332.1,1830724207
628.1,331.7,1830724219
628.1,331.5,1830724229
627.3,332.4,1830724241
625.6,333.7,1830724252
623.9,335.0,1830724263
615.0,342.2,1830724274
610.5,355.3,1830724285
600.3,408.4,1830724296
578.7,525.8,1830724307
569.6,594.5,1830724318
568.5,607.0,1830724329
567.9,615.3,1830724341
566.5,627.4,1830724352
562.5,651.1,1830724362
561.3,664.9,1830724374
560.7,661.6,1830724385
560.2,657.6,1830724395
560.1,660.3,1830724407
560.9,650.2,1830724419
560.1,647.6,1830724429
559.5,646.1,1830724440
557.6,645.9,1830724452
556.8,646.0,1830724462
555.1,645.5,1830724474
556.8,642.8,1830724485
556.3,643.5,1830724496
555.6,643.1,1830724507
554.7,642.3,1830724518
554.3,640.9,1830724529
555.4,637.6,1830724540
555.5,636.5,1830724552
554.5,635.6,1830724562
550.5,635.4,1830724574
549.8,634.6,1830724585
550.8,634.3,1830724595
550.6,634.5,1830724607
549.8,636.7,1830724618
550.0,637.0,1830724629
551.1,638.6,1830724640
550.6,638.3,1830724652
549.7,637.5,1830724662
550.7,636.4,1830724674
546.0,619.0,1830724685
547.6,613.1,1830724695
548.3,440.9,1830724707
548.9,271.3,1830724719
549.0,263.1,1830724729
549.1,255.8,1830724741
549.9,247.0,1830724752
551.2,228.6,1830724762
557.6,227.3,1830724774
564.5,229.7,1830724785
566.8,231.7,1830724795
561.7,236.3,1830724807
557.6,241.2,1830724818
557.5,243.3,1830724829
559.7,247.1,1830724840
560.5,252.0,1830724852
561.7,254.7,1830724862
562.8,256.5,1830724874
563.8,256.6,1830724885
564.0,257.7,1830724895
563.8,256.8,1830724907
563.7,257.0,1830724918
563.3,256.6,1830724928
563.2,258.4,1830724940
580.8,266.1,1830724952
593.5,274.4,1830724962
596.8,278.2,1830724973
596.9,279.9,1830724985
