744.0,442.4,190810573
743.9,442.0,190810584
742.1,442.6,190810595
741.1,441.2,190810607
740.4,441.3,190810617
739.7,440.6,190810628
736.6,439.8,190810640
737.5,440.1,190810651
736.2,441.7,190810661
729.8,451.0,190810671
597.7,441.2,190810750
486.6,373.4,190810762
484.6,282.5,190810773
517.8,210.9,190810784
522.7,212.5,190810795
524.7,216.4,190810806
523.9,217.5,190810817
522.6,216.9,190810828
525.9,218.1,190810840
530.2,219.4,190810851
536.9,227.6,190810862
536.5,224.3,190810873
536.4,222.0,190810884
535.4,218.0,190810895
535.9,216.2,190810906
535.5,212.0,190810917
535.3,211.5,190810928
534.9,211.3,190810939
534.3,210.3,190810951
537.2,220.4,190810962
560.4,301.8,190810973
561.0,304.9,190810983
562.1,312.8,190810995
562.4,316.5,190811006
562.6,318.5,190811017
562.6,320.7,190811028
561.7,324.9,190811040
561.5,326.9,190811050
560.6,325.2,190811061
560.5,323.0,190811073
559.6,317.1,190811084
559.6,317.7,190811095
562.6,319.2,190811106
569.6,324.1,190811117
607.2,357.5,190811128
637.0,376.1,190811139
847.6,510.5,190811150
964.9,585.5,190811161
1313.7,802.2,190811172
1330.0,812.3,190811184
1343.4,820.5,190811195
1327.8,810.8,190811206
1487.7,910.3,190811217
1521.9,931.1,190811228
1541.3,943.3,190811239
1543.5,945.6,190811250
1543.1,945.9,190811261
1541.3,943.6,190811273
1538.7,943.1,190811283
1536.8,942.5,190811295
1534.3,942.1,190811306
1533.8,940.4,190811317
1533.8,940.6,190811328
1524.2,959.8,190811339
1520.0,967.7,190811350
1506.0,991.6,190811361
1502.1,999.4,190811373
1500.9,1001.4,190811383
1499.8,1003.4,190811395
1501.3,1010.0,190811406
1502.1,1010.5,190811417
1501.2,1010.4,190811428
1500.8,1010.1,190811439
1501.4,1010.5,190811450
1502.6,1011.4,190811461
1503.2,1012.1,190811472
1504.0,1012.6,190811483
1504.7,1012.5,190811495
1502.7,995.4,190811506
1499.8,968.6,190811517
1490.3,882.7,190811528
1489.0,871.7,190811539
1486.7,850.3,190811550
1486.4,841.2,190811561
1484.6,821.5,190811572
1473.9,718.1,190811583
1472.1,708.7,190811595
1473.2,712.1,190811606
1475.8,717.7,190811616
1475.7,717.8,190811628
1476.6,719.7,190811639
1476.7,719.7,190811650
1478.8,723.4,190811661
1478.5,724.2,190811672
1478.7,721.3,190811683
1477.4,719.5,190811695
1478.2,720.0,190811706
1476.4,719.1,190811717
1475.8,719.8,190811728
1475.4,720.4,190811739
1474.8,718.8,190811750
1475.4,718.6,190811761
1475.0,717.5,190811772
1480.5,727.3,190811783
1481.3,730.7,190811795
1480.0,768.1,190811805
1479.5,880.5,190811816
1479.5,884.7,190811828
1479.7,887.2,190811839
1480.0,891.5,190811850
1480.1,894.5,190811861
1480.1,907.0,190811872
1481.2,906.6,190811883
1481.5,905.6,190811894
1481.0,904.8,190811905
1480.1,903.4,190811916
1480.4,902.3,190811928
1480.8,901.4,190811939
1482.2,898.5,190811950
1482.2,898.7,190811961
1482.7,907.1,190811972
1484.2,985.4,190811983
1484.1,991.7,190811994
1483.7,997.5,190812006
1482.6,1001.4,190812017
1481.8,1005.2,190812028
1482.6,1010.0,190812039
1483.4,1012.7,190812050
1483.8,1013.8,190812061
1483.3,1012.9,190812072
1482.6,1009.8,190812083
1482.5,1009.7,190812094
1481.6,1004.1,190812105
1481.5,1002.2,190812116
1480.6,1001.3,190812128
1480.7,1001.2,190812139
1479.5,1004.6,190812150
1479.9,1006.5,190812161
1482.5,1014.4,190812172
1484.4,1019.5,190812183
1485.4,1020.8,190812194
1488.6,1025.2,190812205
1492.3,1024.1,190812216
1492.2,1021.7,190812228
1491.9,1020.3,190812239
1490.7,1019.5,190812249
1490.4,1020.3,190812261
1489.0,1021.3,190812272
1489.8,1021.4,190812283
1489.3,1021.5,190812294
1488.0,1020.5,190812305
1485.5,1019.4,190812316
1485.2,1019.5,190812328
1483.5,1020.6,190812339
1481.4,1022.1,190812349
1481.8,1021.3,190812361
1482.5,1021.2,190812372
1496.1,1020.5,190812383
1530.7,1017.8,190812394
1586.2,1013.3,190812405
1590.7,1013.1,190812416
1597.4,1013.0,190812427
1604.3,1013.5,190812438
1609.6,1013.6,190812449
1647.1,1011.4,190812461
1650.6,1011.5,190812472
1650.3,1014.9,190812483
1649.4,1015.1,190812494
1648.5,1015.8,190812505
1648.6,1015.9,190812516
1648.4,1016.0,190812527
1649.3,1015.5,190812538
1649.4,1015.8,190812549
1650.5,1020.4,190812561
1650.6,1018.8,190812572
1648.6,1020.7,190812583
1643.8,1005.0,190812594
1633.9,984.8,190812605
1597.6,919.8,190812616
1578.9,888.7,190812627
1571.7,876.6,190812638
1571.3,876.3,190812649
1563.8,863.9,190812661
1544.5,832.5,190812672
1490.3,743.2,190812682
1488.2,741.4,190812694
1490.8,742.3,190812705
1491.6,742.8,190812716
1491.3,744.5,190812727
1491.5,744.4,190812738
1490.9,744.8,190812749
1491.6,744.1,190812760
1489.9,748.0,190812772
1490.3,748.3,190812782
1521.1,792.2,190812794
1525.3,798.0,190812805
1653.2,928.8,190812816
1680.7,956.2,190812827
1695.1,971.3,190812838
1709.8,986.7,190812849
1723.7,1002.2,190812860
1723.7,1002.4,190812871
1773.3,1052.4,190812882
1774.3,1053.1,190812894
1771.9,1053.3,190812904
1770.4,1053.3,190812915
1769.0,1051.6,190812927
1767.3,1050.8,190812938
1768.6,1052.4,190812949
1769.6,1054.7,190812960
1769.7,1055.1,190812971
1769.5,1055.8,190812982
1769.2,1054.7,190812994
1767.0,1051.5,190813005
1766.8,1050.5,190813015
1766.7,1050.2,190813027
1767.4,1050.2,190813038
1767.9,1049.2,190813049
1769.5,1045.8,190813060
1769.0,1044.0,190813071
1769.0,1042.1,190813082
1769.7,1042.4,190813093
1769.8,1041.8,190813105
1770.2,1041.1,190813115
1770.3,1038.9,190813127
1771.1,1038.0,190813138
1774.4,1031.8,190813148
1779.2,1028.4,190813160
1778.9,1027.4,190813171
1778.6,1025.9,190813182
1778.0,1025.1,190813194
1778.4,1025.5,190813205
1773.3,1023.8,190813215
1773.3,1024.5,190813227
1772.7,1024.9,190813238
1772.1,1027.1,190813248
1770.5,1029.8,190813260
1770.0,1029.2,190813271
1770.8,1028.1,190813282
1776.4,1025.7,190813293
1778.7,1024.1,190813305
1780.4,1020.4,190813315
1782.5,1014.5,190813327
1781.3,1016.3,190813338
1783.9,1011.6,190813348
1785.7,1008.6,190813360
1786.9,1007.9,190813371
1788.1,1006.2,190813382
1788.3,1005.5,190813393
1789.1,1006.0,190813404
1789.5,1005.6,190813415
1462.1,826.4,190813426
1469.7,832.5,190813438
1331.6,773.1,190813448
1321.2,768.5,190813460
1315.5,765.5,190813471
1308.7,762.0,190813482
1298.9,757.1,190813493
1325.6,767.4,190813505
1282.9,749.9,190813515
1272.5,745.4,190813527
1273.0,744.2,190813538
1270.8,743.8,190813548
1271.3,743.7,190813560
1271.5,743.8,190813571
1273.6,744.9,190813581
1272.7,743.4,190813593
1266.6,740.8,190813604
1257.0,736.6,190813615
1100.7,735.9,190813626
1081.8,736.3,190813637
1070.8,736.3,190813648
1063.0,736.5,190813660
1052.9,736.0,190813671
1044.9,735.7,190813681
1005.1,735.8,190813693
1004.1,736.4,190813704
1003.8,737.9,190813715
1004.5,738.2,190813726
1005.0,738.5,190813737
1005.5,740.8,190813748
1005.7,742.2,190813760
1005.7,742.3,190813771
1006.2,740.0,190813782
1005.9,736.9,190813793
1005.8,738.0,190813804
1006.4,735.8,190813815
1007.0,736.2,190813826
1009.3,729.5,190813836
991.9,762.4,190813846
611.8,710.7,190813959
642.8,673.3,190813970
683.8,674.9,190813981
738.9,663.0,190813992
713.8,667.5,190814004
727.4,657.7,190814014
746.8,648.4,190814025
755.8,646.0,190814037
727.4,651.2,190814048
745.3,639.5,190814059
754.5,634.5,190814071
733.0,599.2,190814081
613.9,455.1,190814093
529.4,343.4,190814104
475.2,272.7,190814115
453.1,240.1,190814126
428.1,205.7,190814137
397.9,161.8,190814148
390.5,149.5,190814159
387.9,144.6,190814171
391.1,143.5,190814181
390.1,143.3,190814193
390.2,143.5,190814203
391.0,148.4,190814214
391.0,148.3,190814226
391.1,148.3,190814237
