862.6,518.5,597741471
864.8,517.3,597741483
864.7,517.2,597741492
864.6,517.4,597741504
863.5,517.9,597741516
862.2,518.8,597741527
863.0,518.4,597741538
864.9,516.7,597741549
864.6,516.8,597741561
864.0,516.6,597741571
864.2,516.4,597741583
864.2,515.7,597741594
864.2,515.7,597741604
862.0,516.3,597741616
863.2,515.6,597741627
861.7,517.6,597741638
861.1,517.7,597741649
861.0,517.8,597741660
861.5,518.7,597741671
862.4,518.2,597741683
862.3,518.3,597741694
862.0,518.3,597741704
860.6,517.5,597741716
860.2,516.0,597741727
861.1,514.6,597741738
864.4,513.1,597741749
864.9,513.4,597741760
864.7,513.9,597741771
864.1,514.6,597741782
863.7,515.3,597741794
862.2,517.9,597741804
861.1,518.2,597741816
858.3,523.8,597741827
844.8,531.8,597741837
829.2,535.8,597741849
808.0,536.8,597741860
798.0,537.1,597741871
779.9,537.3,597741882
765.8,535.5,597741894
755.4,534.8,597741904
690.0,531.8,597741916
688.6,531.0,597741927
689.1,530.3,597741937
691.4,527.9,597741949
692.5,527.7,597741960
692.9,526.6,597741971
693.0,524.6,597741982
695.3,525.9,597741993
712.0,530.3,597742004
709.9,529.4,597742016
803.0,544.4,597742027
1162.8,607.2,597742037
1319.1,626.1,597742049
1352.4,626.0,597742060
1355.4,627.0,597742070
1361.3,628.3,597742082
1367.7,627.8,597742093
1386.5,625.3,597742104
1410.4,621.9,597742115
1387.7,624.9,597742127
1375.1,625.6,597742137
1373.9,622.3,597742149
1373.3,622.0,597742160
1373.1,621.8,597742170
1372.8,621.9,597742182
1370.5,624.0,597742193
1370.1,624.5,597742204
1364.8,626.2,597742215
1362.5,627.0,597742227
1361.7,627.5,597742237
1363.2,627.2,597742249
1366.1,628.5,597742260
1367.1,629.5,597742270
1367.0,629.7,597742282
1368.3,633.5,597742293
1368.3,634.0,597742304
1369.1,633.9,597742315
1377.6,635.8,597742326
1416.2,641.0,597742337
1443.6,647.2,597742349
1456.3,650.6,597742360
1463.1,652.8,597742370
1477.8,655.7,597742382
1486.9,657.8,597742393
1496.7,661.0,597742404
1497.6,661.0,597742415
1497.6,661.1,597742426
1500.2,659.9,597742437
1498.5,660.5,597742448
1499.1,659.9,597742460
1500.0,659.1,597742470
1500.8,658.6,597742481
1501.9,658.2,597742493
1506.8,654.5,597742503
1507.2,654.4,597742515
1509.5,655.3,597742526
1510.3,656.3,597742537
