5,M
5,M
5,M
5,M
5,M
7,M
5,M
5,M
5,M
5,M
5,M
5,M
5,M
5,M
5,M
5,M
5,M
5,M
5,M
5,M
5,M
5,M
3,M
4,Z
1,Z
1,M
1,M
1,M
1,M
1,M
2,M
2,M
2,M
2,M
2,M
7,Z
7,Z
7,M
7,Z
6,M
6,M
6,M
6,M
6,M
3,M
3,M
3,M
3,M
3,Z
3,Z
3,Z
3,Z
4,Z
3,Z
3,Z
3,Z
